UserId,Channel,%Weekend,hour,sessionId,Browser,DeviceType,isMobile,OS,Events,PageViews,%Bounce,Source,HourBins,Cluster
32080452871669000,Direct,0.0,22.0,2,Chrome,desktop,0.0,Macintosh,26.5,21.0,0.0,,21:00-23:59,2
32285388804234500,Direct,0.0,15.0,1,Chrome,desktop,0.0,Windows,28.0,26.0,0.0,,15:00-17:59,2
32288790526152700,Direct,0.0,16.0,1,Chrome,desktop,0.0,Chrome OS,9.0,8.0,0.0,,15:00-17:59,2
32417370717978300,Referral,0.0,14.0,3,Chrome,desktop,0.0,Windows,21.0,19.0,0.0,referral,12:00-14:59,1
32604353961096700,Organic Search,0.0,18.5,2,Internet Explorer,desktop,0.0,Windows,17.0,14.5,0.0,organic,18:00-20:59,0
32658239211545900,Direct,0.0,9.0,2,Chrome,mobile,1.0,Android,10.0,10.0,0.5,,09:00-11:59,5
32664267931257500,Organic Search,0.0,15.5,4,Firefox,desktop,0.0,Windows,7.5,6.0,0.0,organic,15:00-17:59,0
32685444859747900,Direct,0.0,18.0,3,Chrome,desktop,0.0,Chrome OS,9.0,9.0,0.0,,18:00-20:59,2
33024620802809600,Referral,0.0,5.0,5,Chrome,desktop,0.0,Macintosh,36.0,20.0,0.0,referral,03:00-05:59,1
34988778973749200,Organic Search,0.0,18.0,7,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.0,organic,18:00-20:59,0
35322769016923800,Referral,0.0,20.0,1,Chrome,desktop,0.0,Windows,116.0,90.0,0.0,referral,18:00-20:59,4
35660671109530800,Referral,0.5,10.5,2,Chrome,desktop,0.0,Macintosh,21.0,15.0,0.0,referral,09:00-11:59,1
36131108463384200,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Linux,23.0,18.0,0.0,organic,18:00-20:59,0
36194035121102400,Direct,0.0,19.5,2,Chrome,desktop,0.0,Windows,10.5,9.5,0.5,,18:00-20:59,5
36266427154622600,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,28.0,23.0,0.0,referral,15:00-17:59,1
36417634769000100,Organic Search,0.0,16.0,4,Chrome,desktop,0.0,Macintosh,22.0,18.0,0.0,organic,15:00-17:59,0
36419370338727900,Referral,0.0,23.0,1,Chrome,desktop,0.0,Macintosh,41.0,34.0,0.0,referral,21:00-23:59,1
36515130282846900,Organic Search,0.0,17.5,2,Firefox,desktop,0.0,Windows,35.5,31.5,0.5,organic,15:00-17:59,5
36617629525523000,Referral,1.0,23.0,3,Chrome,desktop,0.0,Macintosh,12.0,12.0,0.0,referral,21:00-23:59,3
36703532725992700,Referral,0.25,2.0,4,Chrome,desktop,0.0,Macintosh,11.5,8.0,0.0,referral,00:00-02:59,1
36810350983196500,Referral,0.166666667,16.0,6,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.0,referral,15:00-17:59,1
37220895437756000,Referral,0.0,15.5,4,Chrome,desktop,0.0,Macintosh,9.0,8.5,0.25,referral,15:00-17:59,1
37518757923116500,Referral,0.333333333,15.0,3,Chrome,desktop,0.0,Chrome OS,14.0,9.0,0.0,referral,15:00-17:59,1
37806222406366900,Organic Search,0.0,19.0,1,Chrome,desktop,0.0,Windows,23.0,21.0,0.0,organic,18:00-20:59,0
38111265827681200,Direct,0.0,20.0,2,Chrome,desktop,0.0,Windows,42.0,32.0,0.0,,18:00-20:59,2
38208004954801700,Organic Search,1.0,0.0,1,Chrome,desktop,0.0,Macintosh,15.0,12.0,0.0,organic,00:00-02:59,3
38212114833888700,Paid Search,0.0,8.5,2,Chrome,desktop,0.0,Macintosh,8.5,8.0,0.0,cpc,06:00-08:59,2
39194810552478800,Direct,0.5,16.0,2,Chrome,desktop,0.0,Macintosh,11.0,10.5,0.0,,15:00-17:59,2
39355803762628000,Referral,1.0,6.5,2,Chrome,desktop,0.0,Macintosh,20.5,17.0,0.0,referral,06:00-08:59,3
39400440658825900,Referral,0.25,18.5,4,Chrome,desktop,0.0,Macintosh,7.0,6.0,0.25,referral,18:00-20:59,1
39541267107154200,Organic Search,0.333333333,22.0,3,Chrome,desktop,0.0,Chrome OS,29.0,22.0,0.0,organic,21:00-23:59,0
39844092206555500,Direct,0.0,19.0,2,Chrome,desktop,0.0,Windows,20.5,16.0,0.0,,18:00-20:59,2
40332680018799600,Referral,0.0,14.0,1,Chrome,desktop,0.0,Chrome OS,88.0,65.0,0.0,referral,12:00-14:59,4
40361081244991400,Direct,0.0,17.0,5,Chrome,desktop,0.0,Macintosh,14.0,14.0,0.2,,15:00-17:59,2
41938820295489300,Paid Search,0.0,15.0,7,Chrome,desktop,0.0,Macintosh,5.0,5.0,0.0,cpc,15:00-17:59,2
41955139058139100,Referral,0.666666667,17.0,9,Chrome,desktop,0.0,Macintosh,8.0,8.0,0.0,referral,15:00-17:59,3
42057117403474100,Referral,0.0,19.0,1,Chrome,desktop,0.0,Linux,21.0,17.0,0.0,referral,18:00-20:59,1
42122995088591600,Paid Search,0.0,6.0,1,Chrome,desktop,0.0,Macintosh,38.0,30.0,0.0,cpc,06:00-08:59,2
42147785799333500,Referral,0.0,0.0,1,Chrome,desktop,0.0,Macintosh,57.0,34.0,0.0,referral,00:00-02:59,4
42744959300558900,Referral,0.0,18.5,6,Chrome,desktop,0.0,Macintosh,15.5,12.5,0.0,referral,18:00-20:59,1
42872006688710000,Direct,0.0,16.0,1,Chrome,desktop,0.0,Windows,25.0,20.0,0.0,,15:00-17:59,2
43584487743669300,Referral,0.0,20.5,4,Chrome,desktop,0.0,Macintosh,28.0,18.5,0.0,referral,18:00-20:59,1
43770390702768700,Direct,0.0,16.0,2,Chrome,desktop,0.0,Macintosh,17.5,14.0,0.0,,15:00-17:59,2
43984908262145200,Referral,0.0,15.5,2,Chrome,desktop,0.0,Linux,9.0,7.5,0.0,referral,15:00-17:59,1
44206379216818400,Referral,0.0,21.0,1,Chrome,desktop,0.0,Linux,49.0,41.0,0.0,referral,21:00-23:59,4
44860406295705900,Referral,0.333333333,3.0,3,Chrome,desktop,0.0,Macintosh,16.0,14.0,0.0,referral,03:00-05:59,1
44869357011346800,Organic Search,1.0,15.0,1,Chrome,desktop,0.0,Macintosh,33.0,29.0,0.0,organic,15:00-17:59,3
45204488424585900,Direct,0.0,18.0,2,Chrome,desktop,0.0,Windows,5.5,4.5,0.5,,18:00-20:59,5
45411762601202000,Organic Search,0.0,21.0,2,Firefox,desktop,0.0,Windows,13.5,11.5,0.5,organic,21:00-23:59,5
45695832453548300,Referral,0.0,8.5,4,Chrome,desktop,0.0,Macintosh,17.0,13.0,0.0,referral,06:00-08:59,1
47078955120420900,Referral,0.0,22.0,1,Chrome,desktop,0.0,Macintosh,28.0,21.0,0.0,referral,21:00-23:59,1
47096740790346800,Organic Search,0.5,19.0,2,Chrome,desktop,0.0,Windows,45.0,35.0,0.0,organic,18:00-20:59,3
47471876951764200,Paid Search,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,18.0,16.0,0.0,cpc,15:00-17:59,2
47507722101025800,Organic Search,0.0,0.0,1,Chrome,desktop,0.0,Windows,24.0,20.0,0.0,organic,00:00-02:59,0
47509547902079800,Direct,0.0,19.0,4,Chrome,desktop,0.0,Macintosh,25.5,21.0,0.0,,18:00-20:59,2
47511660497565200,Paid Search,0.0,0.0,1,Opera,desktop,0.0,Windows,123.0,93.0,0.0,cpc,00:00-02:59,4
47868538532140200,Direct,0.0,9.0,9,Chrome,desktop,0.0,Windows,6.0,6.0,0.0,,09:00-11:59,2
48002411086393200,Referral,1.0,17.0,1,Chrome,desktop,0.0,Macintosh,28.0,21.0,0.0,referral,15:00-17:59,3
48315652365779500,Referral,0.5,2.0,4,Chrome,desktop,0.0,Macintosh,14.5,12.0,0.0,referral,00:00-02:59,1
49618887282998800,Organic Search,1.0,3.0,1,Safari,mobile,1.0,iOS,45.0,34.0,0.0,organic,03:00-05:59,3
49628940161747900,Direct,0.0,4.0,3,Chrome,mobile,1.0,iOS,1.0,1.0,0.666666667,,03:00-05:59,5
49832664882617700,Referral,1.0,3.0,2,Chrome,desktop,0.0,Macintosh,14.5,13.0,0.0,referral,03:00-05:59,3
51204193313789400,Direct,0.0,14.0,1,Chrome,desktop,0.0,Macintosh,31.0,23.0,0.0,,12:00-14:59,2
51257374560700300,Referral,0.0,17.0,8,Chrome,desktop,0.0,Linux,3.5,3.5,0.0,referral,15:00-17:59,1
51312971389642200,Referral,0.0,20.0,1,Chrome,desktop,0.0,Macintosh,24.0,21.0,0.0,referral,18:00-20:59,1
51516119104547200,Organic Search,0.0,22.0,1,Chrome,desktop,0.0,Chrome OS,16.0,14.0,0.0,organic,21:00-23:59,0
52757360225662100,Organic Search,0.0,20.0,3,Chrome,desktop,0.0,Windows,6.0,6.0,0.333333333,organic,18:00-20:59,5
52868681653220000,Direct,0.0,12.0,1,Safari,mobile,1.0,iOS,46.0,42.0,0.0,,12:00-14:59,2
52947395050573200,Organic Search,0.0,14.5,6,Chrome,desktop,0.0,Macintosh,10.0,10.0,0.0,organic,12:00-14:59,0
53010816158486600,Referral,0.0,16.0,3,Chrome,desktop,0.0,Macintosh,9.0,5.0,0.333333333,referral,15:00-17:59,5
53077699040878800,Organic Search,0.0,13.0,1,Internet Explorer,desktop,0.0,Windows,13.0,11.0,0.0,organic,12:00-14:59,0
53534274976399100,Referral,0.0,19.0,2,Chrome,desktop,0.0,Linux,30.0,23.5,0.0,referral,18:00-20:59,1
53544367470918700,Display,0.0,19.0,4,Chrome,desktop,0.0,Macintosh,9.5,8.5,0.0,cpm,18:00-20:59,2
53866968780969600,Organic Search,0.0,18.0,1,Chrome,desktop,0.0,Windows,39.0,30.0,0.0,organic,18:00-20:59,0
54279989591037000,Referral,0.333333333,19.0,3,Chrome,desktop,0.0,Macintosh,11.0,11.0,0.333333333,referral,18:00-20:59,5
54330779667294100,Direct,0.0,11.0,2,Chrome,desktop,0.0,Windows,14.5,11.5,0.5,,09:00-11:59,5
54391506396728000,Referral,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,10.0,9.0,0.0,referral,15:00-17:59,1
54635571205456400,Organic Search,1.0,22.0,1,Chrome,desktop,0.0,Macintosh,45.0,36.0,0.0,organic,21:00-23:59,3
54873055567921600,Direct,0.0,17.0,3,Chrome,desktop,0.0,Macintosh,16.0,11.0,0.333333333,,15:00-17:59,5
55230885834366100,Organic Search,1.0,23.0,1,Chrome,desktop,0.0,Macintosh,49.0,35.0,0.0,organic,21:00-23:59,3
55571790399340200,Organic Search,0.0,14.5,4,Chrome,desktop,0.0,Windows,40.5,29.0,0.0,organic,12:00-14:59,0
55817731640677400,Organic Search,0.0,17.0,1,Chrome,desktop,0.0,Windows,63.0,52.0,0.0,organic,15:00-17:59,4
56623046680377600,Organic Search,0.5,22.5,2,Chrome,desktop,0.0,Windows,8.5,8.0,0.0,organic,21:00-23:59,0
56746998029721000,Organic Search,0.0,20.0,7,Chrome,desktop,0.0,Macintosh,3.0,2.0,0.428571429,organic,18:00-20:59,5
57074893306125400,Referral,0.0,21.5,2,Chrome,desktop,0.0,Macintosh,23.5,18.5,0.0,referral,21:00-23:59,1
57216119262557200,Referral,0.0,15.0,2,Chrome,desktop,0.0,Macintosh,28.5,23.5,0.0,referral,15:00-17:59,1
57601461431341500,Direct,0.0,18.0,6,Chrome,desktop,0.0,Macintosh,6.5,5.5,0.0,,18:00-20:59,2
57601503302114400,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,60.0,46.0,0.0,referral,15:00-17:59,4
57693500927581000,Referral,0.75,18.0,4,Chrome,desktop,0.0,Macintosh,55.5,39.5,0.25,referral,18:00-20:59,3
57826677844639300,Organic Search,0.333333333,15.0,3,Chrome,desktop,0.0,Macintosh,13.0,10.0,0.333333333,organic,15:00-17:59,5
58062449645143600,Referral,0.0,20.5,2,Chrome,desktop,0.0,Windows,19.5,15.0,0.0,referral,18:00-20:59,1
59545191328861600,Organic Search,0.0,12.5,4,Chrome,desktop,0.0,Windows,10.0,10.0,0.25,organic,12:00-14:59,0
60208176042336500,Direct,0.0,3.0,2,Edge,desktop,0.0,Windows,18.0,17.0,0.5,,03:00-05:59,5
60402135554655300,Direct,0.375,15.5,8,Chrome,desktop,0.0,Chrome OS,22.5,19.0,0.375,,15:00-17:59,5
60552898118020600,Referral,0.333333333,18.0,6,Chrome,desktop,0.0,Windows,4.5,4.0,0.0,referral,18:00-20:59,1
60637300837021900,Organic Search,0.0,11.0,1,Chrome,mobile,1.0,Android,31.0,29.0,0.0,organic,09:00-11:59,0
60707564057653500,Organic Search,0.0,23.0,1,Chrome,desktop,0.0,Windows,25.0,18.0,0.0,organic,21:00-23:59,0
60709694942461400,Referral,0.666666667,16.0,3,Chrome,desktop,0.0,Macintosh,4.0,4.0,0.333333333,referral,15:00-17:59,5
60802643524541200,Organic Search,0.5,4.0,4,Safari,mobile,1.0,iOS,3.0,2.0,0.5,organic,03:00-05:59,5
60873674881142700,Referral,0.0,20.5,6,Chrome,desktop,0.0,Macintosh,4.5,4.5,0.333333333,referral,18:00-20:59,5
61519776091452500,Organic Search,0.333333333,14.0,3,Chrome,desktop,0.0,Windows,30.0,24.0,0.0,organic,12:00-14:59,0
61548717459564200,Referral,0.666666667,20.0,3,Chrome,desktop,0.0,Chrome OS,4.0,4.0,0.0,referral,18:00-20:59,3
61892085087294500,Organic Search,0.5,16.5,6,Chrome,desktop,0.0,Macintosh,5.5,4.0,0.333333333,organic,15:00-17:59,5
62301548425288700,Direct,0.0,15.0,3,Chrome,desktop,0.0,Windows,61.0,46.0,0.0,,15:00-17:59,4
62337808774510300,Display,0.0,18.0,7,Safari,desktop,0.0,Macintosh,7.0,6.0,0.142857143,cpm,18:00-20:59,2
62398744583501000,Referral,0.0,14.0,1,Chrome,desktop,0.0,Windows,83.0,57.0,0.0,referral,12:00-14:59,4
62722204677243800,Referral,0.0,3.0,3,Chrome,desktop,0.0,Macintosh,12.0,9.0,0.0,referral,03:00-05:59,1
63411837669447300,Social,0.0,19.0,1,Chrome,desktop,0.0,Chrome OS,23.0,17.0,0.0,referral,18:00-20:59,1
63706256894298500,Referral,0.5,18.5,2,Chrome,desktop,0.0,Linux,27.0,12.0,0.0,referral,18:00-20:59,1
63736161805998600,Organic Search,0.0,4.0,5,Chrome,desktop,0.0,Windows,5.0,5.0,0.0,organic,03:00-05:59,0
64739735733627900,Organic Search,0.333333333,17.5,6,Safari,desktop,0.0,Macintosh,2.5,2.0,0.5,organic,15:00-17:59,5
65245131914018300,Referral,0.0,17.0,1,Chrome,desktop,0.0,Macintosh,43.0,34.0,0.0,referral,15:00-17:59,1
66547844041573500,Display,0.153846154,11.0,13,Chrome,desktop,0.0,Windows,2.0,2.0,0.307692308,cpm,09:00-11:59,5
67046950690742000,Paid Search,0.0,15.0,3,Chrome,desktop,0.0,Macintosh,19.0,19.0,0.0,cpc,15:00-17:59,2
67144867645757000,Organic Search,0.0,1.0,1,Safari,mobile,1.0,iOS,59.0,50.0,0.0,organic,00:00-02:59,4
67427211374180000,Organic Search,0.0,3.5,2,Chrome,desktop,0.0,Macintosh,27.0,20.0,0.0,organic,03:00-05:59,0
67475292701707900,Referral,0.0,10.5,4,Chrome,desktop,0.0,Macintosh,13.5,11.0,0.0,referral,09:00-11:59,1
67516997967648800,Referral,0.0,16.5,4,Chrome,desktop,0.0,Macintosh,30.0,22.0,0.0,referral,15:00-17:59,1
67566216922331800,Referral,0.0,19.5,2,Chrome,desktop,0.0,Macintosh,9.0,7.5,0.0,referral,18:00-20:59,1
67586620214837400,Paid Search,0.0,19.5,2,Firefox,desktop,0.0,Macintosh,16.0,14.5,0.0,cpc,18:00-20:59,2
68301324269312200,Organic Search,0.0,21.0,3,Chrome,desktop,0.0,Linux,3.0,3.0,0.0,organic,21:00-23:59,0
